text,category
FUTURE RETAIL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
RTGS/ICICH16070785869/Indfor,Other
RTGS/ICICH16070785856/Indfor,Other
IMPS OW 09032016 1C,Other
IMPS IW 09032016 1C,Other
IMPS RET ST09032016 1C,Other
IMPS OW 09032016 2C,Other
IMPS IW 09032016 2C,Other
IMPS OW 09032016 3C,Other
IMPS IW 09032016 3C,Other
NEFT/FDRL392899576/Indiaforensic,Other
NEFT/FDRL392899573/Indiaforensic,Other
NEFT/FDRL392899574/Indiaforensic,Other
NEFT/FDRL392899575/Indiaforensic,Other
,Other
IMPS OW 10032016 4C,Other
IMPS IW 10032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 10032016 1C,Other
IMPS IW 10032016 1C,Other
IMPS RET 10032016 1C,Other
IMPS OW 11032016 2C,Other
IMPS IW 11032016 2C,Other
,Other
,Other
,Other
,Other
,Other
RTGS/ICICH16071200856/Indfor,Other
IMPS OW 11032016 3C,Other
IMPS IW 11032016 3C,Other
RTGS/ICICH16071200854/Indfor,Other
RTGS/ICICH16071200873/Indfor,Other
RTGS/ICICH16071200862/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
TRF FROM Indiaforensic SERVICES,Other
TRF FROM Indiaforensic SERVICES,Other
TRF FROM Indiaforensic SERVICES,Other
,Other
,Other
NEFT/FDRL392899561/Indiaforensic,Other
NEFT/FDRL392899559/Indiaforensic,Other
NEFT/FDRL392899802/Indiaforensic,Other
NEFT/FDRL392899560/Indiaforensic,Other
NEFT/FDRL392899108/Indiaforensic,Other
NEFT/FDRL392899562/Indiaforensic,Other
TRF FROM  Indiaforensic SERVICES,Other
IMPS OW 11032016 4C,Other
IMPS IW 11032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 11032016 1C,Other
IMPS IW 11032016 1C,Other
IMPS RET 11032016 1C,Other
IMPS PENALTY RECD 1103201,Other
IMPS OW 12032016 1C,Other
IMPS IW 12032016 1C,Other
IMPS RET 12032016 1C,Other
IMPS OW 13032016 1C,Other
IMPS IW 13032016 1C,Other
,Other
,Other
IMPS OW 14032016 2C,Other
IMPS IW 14032016 2C,Other
,Other
RTGS/ICICH16074288899/Indfor,Other
RTGS/ICICH16074288901/Indfor,Other
RTGS/ICICH16074288925/Indfor,Other
RTGS/ICICH16074288915/Indfor,Other
RTGS/ICICH16074288935/Indfor,Other
RTGS/ICICH16074289702/Indfor,Other
RTGS/ICICH16074293605/Indfor,Other
RTGS/ICICH16074293627/Indfor,Other
RTGS/ICICH16074293615/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
JUST DIAL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 14032016 3C,Other
IMPS IW 14032016 3C,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 14032016 4C,Other
IMPS IW 14032016 4C,Other
Sweep Trf To: 40900036427,Other
,Other
,Other
,Other
IMPS OW 14032016 1C,Other
IMPS IW 14032016 1C,Other
IMPS RET 14032016 1C,Other
NEFT/FDRL392899549/Indiaforensic,Other
NEFT/FDRL392899550/Indiaforensic,Other
RTGS/ICICH16075351269/Indfor,Other
RTGS/ICICH16075351254/Indfor,Other
,Other
,Other
,Other
RTGS/ICICH16075383541/Indfor,Other
RTGS/ICICH16075383558/Indfor,Other
RTGS/ICICH16075383552/Indfor,Other
RTGS/ICICH16075383546/Indfor,Other
RTGS/ICICH16075383564/Indfor,Other
RTGS/ICICH16075399914/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
NAAPTOL ONLINE SHOPPING P,Shopping
QUINSEL SERVICES PRIVATE,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 15032016 2C,Other
IMPS IW 15032016 2C,Other
IMPS OW 15032016 3C,Other
IMPS IW 15032016 3C,Other
,Other
,Other
NEFT RTN/RETD160315002014,Other
IMPS OW 15032016 4C,Other
IMPS IW 15032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 15032016 1C,Other
IMPS IW 15032016 1C,Other
IMPS RET 15032016 1C,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
FD BOOKING 365 DAYS  DEPO,Other
RTGS/ICICH16076484905/Indfor,Other
RTGS/ICICH16076484911/Indfor,Other
RTGS/ICICH16076484930/Indfor,Other
RTGS/ICICH16076484922/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
,Other
IMPS OW 16032016 2C,Other
IMPS IW 16032016 2C,Other
IMPS OW 16032016 3C,Other
IMPS IW 16032016 3C,Other
IMPS OW 16032016 4C,Other
IMPS IW 16032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 16032016 1C,Other
IMPS IW 16032016 1C,Other
IMPS RET 16032016 1C,Other
,Other
,Other
,Other
,Other
,Other
,Other
RTGS/ICICH16077577709/Indfor,Other
RTGS/ICICH16077577718/Indfor,Other
RTGS/ICICH16077577728/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
QUINSEL SERVICES PRIVATE,Other
NAAPTOL ONLINE SHOPPING P,Shopping
Indiaforensic SERVICES INDIA PVT,Other
,Other
,Other
,Other
NEFT/000009460916/RTGS PO,Other
IMPS OW 17032016 2C,Other
IMPS IW 17032016 2C,Other
IMPS OW 17032016 3C,Other
IMPS IW 17032016 3C,Other
IMPS OW 17032016 4C,Other
IMPS IW 17032016 4C,Other
NEFT/RTN/ RETD16031700179,Other
Sweep Trf To: 40900036427,Other
IMPS OW 17032016 1C,Other
IMPS IW 17032016 1C,Other
IMPS RET 17032016 1C,Other
,Other
,Other
,Other
NEFT/SAA187605946/ARCHANA,Other
RTGS/ICICH16078655956/Indfor,Other
RTGS/ICICH16078655965/Indfor,Other
RTGS/ICICH16078655978/Indfor,Other
RTGS/ICICH16078655984/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
,Other
,Other
,Other
IMPS OW 18032016 2C,Other
IMPS IW 18032016 2C,Other
IMPS OW 18032016 3C,Other
IMPS IW 18032016 3C,Other
,Other
,Other
IMPS OW 18032016 4C,Other
IMPS IW 18032016 4C,Other
Sweep Trf To: 40900036427,Other
,Other
,Other
IMPS OW 18032016 1C,Other
IMPS IW 18032016 1C,Other
IMPS RET 18032016 1C,Other
RTGS/ICICH16079710727/Indfor,Other
RTGS/ICICH16079710743/Indfor,Other
RTGS/ICICH16079710767/Indfor,Other
RTGS/ICICH16079710729/Indfor,Other
RTGS/ICICH16079710754/Indfor,Other
IMPS OW 19032016 2C,Other
IMPS IW 19032016 2C,Other
RTGS/ICICH16079743219/Indfor,Other
RTGS/ICICH16079743227/Indfor,Other
RTGS/ICICH16079743212/Indfor,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 19032016 3C,Other
IMPS IW 19032016 3C,Other
IMPS OW 19032016 4C,Other
IMPS IW 19032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 19032016 1C,Other
IMPS IW 19032016 1C,Other
IMPS RTN DTD 19032016,Other
IMPS OW 20032016 1C,Other
IMPS IW 20032016 1C,Other
RTGS/ICICH16081801076/Indfor,Other
RTGS/ICICH16081801066/Indfor,Other
,Other
,Other
,Other
RTGS/ICICH16081839133/Indfor,Other
RTGS/ICICH16081840501/Indfor,Other
RTGS/ICICH16081840502/Indfor,Other
RTGS/ICICH16081840522/Indfor,Other
RTGS/ICICH16081840533/Indfor,Other
,Other
,Other
,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
FERNS 'N' PETALS PVT.LTD.,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
NAAPTOL ONLINE SHOPPING P,Shopping
Indiaforensic SERVICES INDIA PVT,Other
,Other
,Other
IMPS OW 21032016 2C,Other
IMPS IW 21032016 2C,Other
IMPS OW 21032016 3C,Other
IMPS IW 21032016 3C,Other
IMPS OW 21032016 4C,Other
IMPS IW 21032016 4C,Other
,Other
,Other
Sweep Trf To: 40900036427,Other
IMPS OW 21032016 1C,Other
IMPS IW 21032016 1C,Other
IMPS PENALTY 21032016 1C,Other
IMPS RET 21032016 1C,Other
,Other
,Other
,Other
,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 22032016 2C,Other
IMPS IW 22032016 2C,Other
IMPS OW 22032016 3C,Other
IMPS IW 22032016 3C,Other
NEFT/FDRL392899254/Indiaforensic,Other
NEFT/FDRL392899583/Indiaforensic,Other
NEFT/FDRL392899579/Indiaforensic,Other
,Other
,Other
NEFT/FDRL392899580/Indiaforensic,Other
NEFT/FDRL392899581/Indiaforensic,Other
NEFT/FDRL392899582/Indiaforensic,Other
NEFT/FDRL392899554/Indiaforensic,Other
IMPS OW 22032016 4C,Other
IMPS IW 22032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 22032016 1C,Other
IMPS IW 22032016 1C,Other
IMPS RET 22032016 1C,Other
IMPS PENALTY RECD 2203201,Other
RTGS/UTIBH16083617524/Indfor,Other
TRF FROM  Indiaforensic SERVICES,Other
TRF FROM  Indiaforensic SERVICES,Other
RTGS/UTIBH16083617619/Indfor,Other
RTGS/ICICH16083324157/Indfor,Other
RTGS/ICICH16083324154/Indfor,Other
RTGS/ICICH16083324146/Indfor,Other
RTGS/ICICH16083324167/Indfor,Other
RTGS/ICICH16083324131/Indfor,Other
RTGS/ICICH16083324169/Indfor,Other
RTGS/ICICH16083324178/Indfor,Other
RTGS/ICICH16083324150/Indfor,Other
,Other
,Other
RTGS/ICICH16083324507/Indfor,Other
,Other
,Other
,Other
,Other
RTGS/UTIBH16083619856/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
PVR LIMITED,Other
INDIAIDEAS.COM LTD,Other
Indiaforensic SERVICES INDIA PVT,Other
,Other
,Other
,Other
,Other
,Other
,Other
NEFT/FDRL392899800/Indiaforensic,Other
IMPS OW 23032016 2C,Other
IMPS IW 23032016 2C,Other
IMPS OW 23032016 3C,Other
IMPS IW 23032016 3C,Other
IMPS OW 23032016 4C,Other
IMPS IW 23032016 4C,Other
,Other
,Other
,Other
,Other
,Other
,Other
Sweep Trf To: 40900036427,Other
IMPS OW 23032016 1C,Other
IMPS IW 23032016 1C,Other
IMPS RET 23032016 1C,Other
IMPS OW 24032016 2C,Other
IMPS IW 24032016 2C,Other
IMPS OW 24032016 3C,Other
IMPS IW 24032016 3C,Other
IMPS OW 24032016 4C,Other
IMPS IW 24032016 4C,Other
IMPS OW 24032016 1C,Other
IMPS IW 24032016 1C,Other
IMPS RET 24032016 1C,Other
IMPS PENALTY 24032016 1C,Other
IMPS OW 25032016 2C,Other
IMPS OW 25032016 3C,Other
IMPS IW 25032016 2C,Other
IMPS IW 25032016 3C,Other
IMPS OW 25032016 4C,Other
IMPS IW 25032016 4C,Other
IMPS OW 25032016 1C,Other
IMPS IW 25032016 1C,Other
IMPS OW 26032016 1C,Other
IMPS IW 26032016 1C,Other
IMPS RET 26032016 1C,Other
IMPS OW 27032016 1C,Other
IMPS IW 27032016 1C,Other
,Other
,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
JUST DIAL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 28032016 2C,Other
IMPS IW 28032016 2C,Other
IMPS OW 28032016 3C,Other
IMPS IW 28032016 3C,Other
IMPS OW 28032016 4C,Other
IMPS IW 28032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 28032016 1C,Other
IMPS IW 28032016 1C,Other
IMPS RET 28032016 1C,Other
,Other
,Other
,Other
IMPS OW 29032016 2C,Other
IMPS IW 29032016 2C,Other
RTGS/ICICH16089612810/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
Indiaforensic SERVICES INDIA PVT,Other
RTGS/ICICH16089612814/Indfor,Other
RTGS/ICICH16089612822/Indfor,Other
IMPS OW 29032016 3C,Other
IMPS IW 29032016 3C,Other
,Other
,Other
,Other
IMPS OW 29032016 4C,Other
IMPS IW 29032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 29032016 1C,Other
IMPS IW 29032016 1C,Other
IMPS RET 29032016 1C,Other
IMPS PENALTY 29032016 1C,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 30032016 2C,Other
IMPS IW 30032016 2C,Other
,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
NAAPTOL ONLINE SHOPPING P,Shopping
FINSPIRE SOLUTIONS PRIVAT,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 30032016 3C,Other
IMPS IW 30032016 3C,Other
IMPS OW 30032016 4C,Other
IMPS IW 30032016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 30032016 1C,Other
IMPS IW 30032016 1C,Other
IMPS RET 30032016 1C,Other
RTGS/ICICH16091777693/Indfor,Other
RTGS/ICICH16091777686/Indfor,Other
RTGS/ICICH16091777707/Indfor,Other
RTGS/ICICH16091777698/Indfor,Other
RTGS/ICICH16091830419/Indfor,Other
RTGS/ICICH16091830358/Indfor,Other
RTGS/ICICH16091830409/Indfor,Other
RTGS/ICICH16091830402/Indfor,Other
RTGS/ICICH16091830384/Indfor,Other
RTGS/ICICH16091830370/Indfor,Other
RTGS/ICICH16091830393/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 31032016 2C,Other
IMPS IW 31032016 2C,Other
IMPS OW 31032016 3C,Other
IMPS IW 31032016 3C,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 31032016 4C,Other
IMPS IW 31032016 4C,Other
Sweep Trf To: 40900036427,Other
Sweep Trf To: 40900036427,Other
IMPS OW 31032016 1C,Other
IMPS IW 31032016 1C,Other
IMPS RET 31032016 1C,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 02042016 1C,Other
IMPS IW 02042016 1C,Other
RTGS/ICICH16093218980/Indfor,Other
RTGS/ICICH16093218991/Indfor,Other
RTGS/ICICH16093219012/Indfor,Other
RTGS/ICICH16093219006/Indfor,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 02042016 2C,Other
IMPS IW 02042016 2C,Other
IMPS OW 02042016 3C,Other
IMPS IW 02042016 3C,Other
IMPS OW 02042016 4C,Other
IMPS IW 02042016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 02042016 1C,Other
IMPS IW 02042016 1C,Other
IMPS RET 02042016 1C,Other
IMPS PENALTY 02042016 1C,Other
IMPS OW 03042016 1C,Other
IMPS IW 03042016 1C,Other
,Other
,Other
,Other
,Other
,Other
,Other
NEFT/BKIDN16095977583/AVI,Other
,Other
,Other
,Other
,Other
,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
FERNS N PETALS PVT.LTD.,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
NAAPTOL ONLINE SHOPPING P,Shopping
QUINSEL SERVICES PRIVATE,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 04042016 2C,Other
IMPS IW 04042016 2C,Other
IMPS OW 04042016 3C,Other
IMPS IW 04042016 3C,Other
IMPS OW 04042016 4C,Other
IMPS IW 04042016 4C,Other
Sweep Trf To: 40900036427,Other
RTGS/ICICH16096399764/Indfor,Other
RTGS/ICICH16096399770/Indfor,Other
RTGS/ICICH16096399766/Indfor,Other
RTGS/ICICH16096399758/Indfor,Other
RTGS/ICICH16096399781/Indfor,Other
RTGS/ICICH16096399775/Indfor,Other
RTGS/ICICH16096399742/Indfor,Other
RTGS/ICICH16096399737/Indfor,Other
RTGS/ICICH16096399772/Indfor,Other
RTGS/ICICH16096399752/Indfor,Other
RTGS/ICICH16096399745/Indfor,Other
RTGS/ICICH16096399750/Indfor,Other
RTGS/ICICH16096399762/Indfor,Other
RTGS/ICICH16096399778/Indfor,Other
RTGS/ICICH16096399754/Indfor,Other
IMPS OW 04042016 1C,Other
IMPS IW 04042016 1C,Other
IMPS RTN 04042016,Other
IMPS PENALTY RECD 0404201,Other
IMPS OW 05042016 2C,Other
IMPS IW 05042016 2C,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
NAAPTOL ONLINE SHOPPING P,Shopping
TECHJINI DIGITAL SERVICES,Other
Indiaforensic SERVICES INDIA PVT,Other
,Other
,Other
,Other
IMPS OW 05042016 3C,Other
IMPS IW 05042016 3C,Other
,Other
IMPS OW 05042016 4C,Other
IMPS IW 05042016 4C,Other
Sweep Trf To: 40900036427,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 05042016 1C,Other
IMPS IW 05042016 1C,Other
IMPS RTN 05042016 1C,Other
IMPS PENALTY RECD 0504201,Other
,Other
,Other
RTGS/ICICH16097542759/Indfor,Other
RTGS/ICICH16097542769/Indfor,Other
IMPS OW 06042016 2C,Other
IMPS IW 06042016 1C,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
COMMDEL CONSUTING SERVICE,Other
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 06042016 3C,Other
IMPS IW 06042016 3C,Other
IMPS OW 06042016 4C,Other
IMPS IW 06042016 4C,Other
Sweep Trf To: 40900036427,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 06012016 1C,Other
IMPS IW 06042016 1C,Other
IMPS RET 06042016 1C,Other
IMPS OW 07042016 2C,Other
IMPS IW 07042016 2C,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
NAAPTOL ONLINE SHOPPING P,Shopping
Indiaforensic SERVICES INDIA PVT,Other
IMPS OW 07042016 3C,Other
IMPS IW 07042016 3C,Other
,Other
,Other
NEFT/FDRL395490302/Indiaforensic,Other
IMPS OW 07042016 4C,Other
IMPS IW 07042016 4C,Other
Sweep Trf To: 40900036427,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 07042016 1C,Other
IMPS IW 07042016 1C,Other
IMPS RET 07042016 1C,Other
IMPS PENALTY RECD 0704201,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 08042016 2C,Other
IMPS IW 08042016 2C,Other
IMPS OW 08042016 3C,Other
IMPS IW 08042016 3C,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 08042016 4C,Other
IMPS IW 08042016 4C,Other
,Other
Sweep Trf To: 40900036427,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 08042016 1C,Other
IMPS IW 08042016 1C,Other
IMPS RET 08042016 1C,Other
IMPS PENALTY 08042016 1C,Other
IMPS OW 09042016 1C,Other
IMPS IW 09042016 1C,Other
IMPS RET 09042016 1C,Other
IMPS OW 10042016 1C,Other
IMPS IW 10042016 1C,Other
IMPS OW 11042016 2C,Other
IMPS IW 11042016 2C,Other
RTGS/ICICH16102769733/Indfor,Other
RTGS/ICICH16102769740/Indfor,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
BSES YAMUNA POWER LIMITED,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
FUTURE RETAIL LIMITED,Other
Indiaforensic SERVICES INDIA PVT,Other
IRCTC CORPORATE OFFICE AC,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 11042016 3C,Other
IMPS IW 11042016 3C,Other
IMPS OW 11042016 4C,Other
IMPS IW 11042016 4C,Other
,Other
Sweep Trf To: 40900036427,Other
IMPS OW 06012016 1C,Other
IMPS IW 11042016 1C,Other
IMPS RTN 11042016 1C,Other
RTGS/ICICH16103825022/Indfor,Other
FD BOOKING 365 DAYS  DEPO,Other
,Other
,Other
IMPS OW 12042016 1C,Other
IMPS IW 12042016 1C,Other
FUND TRF FRM  Indiaforensic SERV,Other
BIGTREE ENTERTAINMENT PRI,Other
BSES RAJDHANI POWER LIMIT,Other
BILLPAY TATA POWER (TATA,Utilities
INDIAIDEAS.COM LTD,Other
IRCTC CORPORATE OFFICE AC,Other
IRCTC CORPORATE OFFICE AC,Other
PAYU PAYMENTS PRIVATE LIM,Other
SONATA FINANCE PRIVATE LI,Other
PVR LIMITED,Other
JUST DIAL LIMITED,Other
AVENUES INDIA PRIVATE LIM,Other
Indiaforensic SERVICES INDIA PVT,Other
,Other
,Other
,Other
,Other
,Other
,Other
IMPS OW 12042016 3C,Other
IMPS IW 12042016 3C,Other
IMPS OW 12042016 4C,Other
IMPS IW 12042016 4C,Other
Sweep Trf To: 40900036427,Other
IMPS OW 12042016 1C,Other
IMPS IW 12042016 1C,Other
IMPS RET 12042016 1C,Other
,Other
TRF FROM  Indiaforensic SERVICES,Other
IMPS OW 13042016 2C,Other
IMPS IW 13042016 2C,Other
RTGS/ICICH16104265111/Indfor,Other
RTGS/ICICH16104266398/Indfor,Other
RTGS/ICICH16104266390/Indfor,Other
RTGS/ICICH16104266409/Indfor,Other
RTGS/ICICH16104266468/Indfor,Other
RTGS/ICICH16104266433/Indfor,Other
RTGS/ICICH16104266425/Indfor,Other
RTGS/ICICH16104266416/Indfor,Other
RTGS/ICICH16104266444/Indfor,Other
RTGS/ICICH16104266451/Indfor,Other
RTGS/ICICH16104266461/Indfor,Other
RTGS/ICICH16104266522/Indfor,Other
RTGS/ICICH16104266528/Indfor,Other
