text,label
petrol,Food
medicine,Travl
atm withdrawal,Food
restaurant dinner,Rnt
gym membership,Rent
monthly rent payment,Education
monthly rent payment,Utilties
internet bill,Rentt
uber ride,Others
medicine,Utilties
gym membership,Utilities
uber ride,Foodd
uber ride,Travl
movie tickets,Rent
fixed deposit,Health
medicine,Salary
internet bill,Foodd
books,Utlities
shopping,Food
misc,Utilities
lunch,Salary
movie tickets,Entertainment
electricity bill,Salary
fixed deposit,Rnt
fixed deposit,Savings
gym membership,Traval
lunch,Utlities
uber ride,Travel
train ticket,Rentt
movie tickets,Travel
train ticket,Rentt
shopping,Rent
train ticket,Utilties
doctor consultation,Rent
movie tickets,Freelance
gym membership,Bonus
online course,Fod
emi payment,Rnt
monthly rent payment,Salary
gym membership,Rent
uber ride,Fod
electricity bill,Rnt
shopping,Freelance
emi payment,Foods
monthly rent payment,Rent
electricity bill,Rent
movie tickets,Utilities
fixed deposit,Education
fixed deposit,Salary
internet bill,Travel
coffee,Utlities
grocery shopping,Rent
medicine,Travl
medicine,Foods
online course,Travel
monthly rent payment,Entrtnmnt
coffee,Travel
gym membership,Utilities
misc,Helth
atm withdrawal,Entrtnmnt
shopping,Rent
medicine,Utlities
uber ride,Savings
internet bill,Freelance
lunch,Utilities
internet bill,Foods
fixed deposit,Fod
books,Travl
shopping,Food
coffee,Edu
doctor consultation,Salary
grocery shopping,Rent
restaurant dinner,Traval
misc,Food
electricity bill,Savings
emi payment,Food
movie tickets,Investment
petrol,Utilities
books,Educaton
coffee,Foods
emi payment,Utility
online course,Savings
gym membership,Utilties
grocery shopping,Fod
shopping,Entrtnmnt
monthly rent payment,Utility
electricity bill,Travel
gym membership,Savings
shopping,Utility
emi payment,Rnt
online course,Rent
emi payment,Freelance
medicine,Entertainment
lunch,Travel
monthly rent payment,Educaton
monthly rent payment,Education
restaurant dinner,Foodd
petrol,Educaton
misc,Rent
internet bill,Investment
uber ride,Food
internet bill,Utilities
medicine,Rent
medicine,Utilties
medicine,Travl
train ticket,Foods
fixed deposit,Travl
lunch,Rent
restaurant dinner,Others
atm withdrawal,Foodd
coffee,Travel
coffee,Rentt
atm withdrawal,Rent
movie tickets,Edu
atm withdrawal,Utilities
electricity bill,Entertain
electricity bill,Entrtnmnt
books,Traval
monthly rent payment,Food
gym membership,Food
electricity bill,Entertain
misc,Investment
petrol,Salary
gym membership,Utlities
gym membership,Food
atm withdrawal,Bonus
monthly rent payment,Savings
doctor consultation,Utility
medicine,Fod
misc,Utilities
books,Foodd
medicine,Travel
atm withdrawal,Travel
uber ride,Travel
electricity bill,Utility
train ticket,Travl
monthly rent payment,Entertainment
restaurant dinner,Helth
monthly rent payment,Utilties
monthly rent payment,Food
lunch,Travl
atm withdrawal,Utilties
train ticket,Utilities
gym membership,Foodd
fixed deposit,Salary
electricity bill,Utility
medicine,Entertain
train ticket,Saving
misc,Travel
restaurant dinner,Rent
movie tickets,Bonus
fixed deposit,Others
lunch,Food
grocery shopping,Rentt
movie tickets,Educaton
internet bill,Fod
coffee,Travel
online course,Health
electricity bill,Educaton
online course,Food
electricity bill,Savings
electricity bill,Travel
misc,Foodd
atm withdrawal,Utilties
lunch,Educaton
misc,Utilties
emi payment,Foodd
fixed deposit,Entrtnmnt
monthly rent payment,Rent
internet bill,Investment
medicine,Others
atm withdrawal,Investment
doctor consultation,Rnt
monthly rent payment,Salary
monthly rent payment,Rnt
restaurant dinner,Fod
online course,Rent
restaurant dinner,Food
petrol,Travl
monthly rent payment,Rent
gym membership,Rent
monthly rent payment,Food
grocery shopping,Helth
electricity bill,Rent
uber ride,Entrtnmnt
petrol,Utilities
medicine,Education
fixed deposit,Fod
shopping,Travel
doctor consultation,Investment
shopping,Utilties
books,Food
medicine,Fod
emi payment,Utilities
uber ride,Food
lunch,Rentt
electricity bill,Food
atm withdrawal,Bonus
coffee,Travel
fixed deposit,Utilities
atm withdrawal,Travel
restaurant dinner,Education
petrol,Food
doctor consultation,Utilties
grocery shopping,Foodd
train ticket,Traval
doctor consultation,Investment
restaurant dinner,Entertain
coffee,Travel
coffee,Utlities
grocery shopping,Rent
gym membership,Utility
grocery shopping,Saving
train ticket,Food
gym membership,Others
fixed deposit,Travel
doctor consultation,Food
online course,Fod
atm withdrawal,Education
books,Utlities
uber ride,Fod
electricity bill,Utilities
atm withdrawal,Health
train ticket,Education
books,Investment
train ticket,Others
atm withdrawal,Education
electricity bill,Rentt
electricity bill,Entertainment
restaurant dinner,Food
electricity bill,Entrtnmnt
gym membership,Others
train ticket,Bonus
grocery shopping,Rent
monthly rent payment,Health
internet bill,Saving
books,Health
shopping,Travl
shopping,Rentt
online course,Traval
uber ride,Food
movie tickets,Food
monthly rent payment,Savings
petrol,Foodd
coffee,Others
medicine,Utilties
movie tickets,Utility
atm withdrawal,Traval
petrol,Food
movie tickets,Others
coffee,Entrtnmnt
internet bill,Travel
uber ride,Rent
atm withdrawal,Rent
movie tickets,Health
coffee,Entrtnmnt
uber ride,Freelance
atm withdrawal,Rent
online course,Travel
restaurant dinner,Others
grocery shopping,Travl
petrol,Savings
misc,Others
monthly rent payment,Travl
lunch,Rentt
books,Foodd
restaurant dinner,Travl
gym membership,Education
medicine,Utilities
misc,Food
online course,Travel
doctor consultation,Utlities
movie tickets,Foods
misc,Rent
uber ride,Bonus
online course,Freelance
atm withdrawal,Utlities
doctor consultation,Others
petrol,Freelance
train ticket,Rnt
doctor consultation,Food
gym membership,Entrtnmnt
train ticket,Food
coffee,Foodd
restaurant dinner,Foodd
online course,Entertainment
monthly rent payment,Health
internet bill,Fod
gym membership,Utilties
train ticket,Rent
books,Edu
fixed deposit,Travel
movie tickets,Travel
restaurant dinner,Foods
gym membership,Helth
atm withdrawal,Foodd
lunch,Entertain
internet bill,Foods
emi payment,Bonus
shopping,Salary
fixed deposit,Rent
monthly rent payment,Education
grocery shopping,Food
monthly rent payment,Utility
online course,Freelance
misc,Rent
movie tickets,Food
books,Travel
movie tickets,Salary
shopping,Food
electricity bill,Freelance
electricity bill,Rent
atm withdrawal,Rentt
online course,Rentt
shopping,Food
atm withdrawal,Education
coffee,Food
atm withdrawal,Traval
coffee,Entertainment
shopping,Others
movie tickets,Food
restaurant dinner,Foodd
movie tickets,Entertain
electricity bill,Utilities
restaurant dinner,Bonus
online course,Utilities
restaurant dinner,Health
coffee,Travel
fixed deposit,Utlities
emi payment,Foodd
shopping,Utilties
uber ride,Freelance
gym membership,Savings
shopping,Travl
restaurant dinner,Entertainment
internet bill,Foodd
doctor consultation,Rent
books,Rent
misc,Freelance
grocery shopping,Foodd
doctor consultation,Travel
doctor consultation,Rent
coffee,Food
online course,Entertain
electricity bill,Travl
medicine,Rentt
gym membership,Investment
doctor consultation,Entertain
gym membership,Salary
gym membership,Rent
fixed deposit,Travl
doctor consultation,Food
gym membership,Rent
petrol,Bonus
shopping,Freelance
emi payment,Rentt
emi payment,Food
shopping,Salary
shopping,Bonus
misc,Rentt
coffee,Entertainment
shopping,Others
atm withdrawal,Others
petrol,Foodd
movie tickets,Freelance
movie tickets,Food
emi payment,Entrtnmnt
online course,Rent
coffee,Entrtnmnt
electricity bill,Rent
doctor consultation,Utilities
grocery shopping,Salary
train ticket,Rnt
electricity bill,Entertain
movie tickets,Foodd
gym membership,Utilities
books,Fod
fixed deposit,Foodd
misc,Food
emi payment,Others
electricity bill,Fod
online course,Others
atm withdrawal,Rent
lunch,Travel
shopping,Rent
doctor consultation,Food
coffee,Foodd
doctor consultation,Rent
online course,Others
online course,Utilties
shopping,Rent
lunch,Education
atm withdrawal,Food
grocery shopping,Utlities
emi payment,Rent
books,Foodd
misc,Education
electricity bill,Utilities
electricity bill,Traval
internet bill,Food
shopping,Health
internet bill,Freelance
uber ride,Rent
lunch,Freelance
books,Others
restaurant dinner,Travl
doctor consultation,Salary
electricity bill,Education
lunch,Investment
movie tickets,Travel
atm withdrawal,Investment
misc,Fod
lunch,Food
shopping,Food
doctor consultation,Utilities
movie tickets,Travel
movie tickets,Utility
coffee,Investment
internet bill,Foodd
online course,Travel
books,Traval
grocery shopping,Rentt
doctor consultation,Rentt
monthly rent payment,Utility
emi payment,Rnt
train ticket,Fod
emi payment,Fod
train ticket,Entertainment
doctor consultation,Rnt
movie tickets,Savings
shopping,Investment
internet bill,Travel
internet bill,Rnt
movie tickets,Entrtnmnt
atm withdrawal,Utilities
monthly rent payment,Travl
uber ride,Fod
doctor consultation,Rentt
train ticket,Others
petrol,Misc
emi payment,Investment
petrol,Educaton
coffee,Health
misc,Entrtnmnt
online course,Salary
gym membership,Food
books,Entertainment
electricity bill,Education
coffee,Foodd
grocery shopping,Savings
online course,Edu
movie tickets,Bonus
fixed deposit,Entrtnmnt
internet bill,Education
gym membership,Entertain
train ticket,Utility
restaurant dinner,Utility
atm withdrawal,Others
restaurant dinner,Travel
uber ride,Health
gym membership,Foodd
uber ride,Utility
fixed deposit,Food
gym membership,Education
lunch,Rent
grocery shopping,Salary
shopping,Salary
internet bill,Education
fixed deposit,Entertain
atm withdrawal,Travel
monthly rent payment,Rent
coffee,Fod
uber ride,Others
coffee,Travel
restaurant dinner,Food
grocery shopping,Food
monthly rent payment,Travl
misc,Food
shopping,Utlities
train ticket,Helth
petrol,Utilities
atm withdrawal,Food
train ticket,Utility
misc,Rentt
train ticket,Food
gym membership,Savings
internet bill,Rent
restaurant dinner,Travel
misc,Entrtnmnt
petrol,Food
internet bill,Foods
emi payment,Utlities
doctor consultation,Food
gym membership,Entertainment
gym membership,Food
uber ride,Rent
uber ride,Utilities
coffee,Others
electricity bill,Travel
gym membership,Rnt
petrol,Entertainment
shopping,Salary
misc,Foods
fixed deposit,Rent
books,Investment
coffee,Utility
medicine,Food
medicine,Educaton
medicine,Bonus
fixed deposit,Bonus
online course,Entertainment
lunch,Others
monthly rent payment,Others
uber ride,Rnt
fixed deposit,Rentt
coffee,Investment
gym membership,Foodd
doctor consultation,Edu
petrol,Rent
lunch,Utlities
electricity bill,Investment
doctor consultation,Savings
internet bill,Entrtnmnt
lunch,Investment
fixed deposit,Travel
fixed deposit,Others
monthly rent payment,Travel
fixed deposit,Traval
misc,Salary
restaurant dinner,Bonus
lunch,Rnt
books,Rentt
online course,Entertainment
grocery shopping,Rent
grocery shopping,Entrtnmnt
online course,Entertain
petrol,Investment
online course,Freelance
coffee,Food
gym membership,Rent
electricity bill,Travel
petrol,Health
monthly rent payment,Investment
grocery shopping,Fod
coffee,Savings
doctor consultation,Rentt
doctor consultation,Utilities
atm withdrawal,Educaton
atm withdrawal,Travel
fixed deposit,Foodd
shopping,Food
internet bill,Travel
petrol,Rent
restaurant dinner,Foods
monthly rent payment,Food
books,Health
doctor consultation,Freelance
coffee,Food
uber ride,Travel
shopping,Others
fixed deposit,Utilities
internet bill,Rent
lunch,Food
gym membership,Rent
books,Foodd
restaurant dinner,Utility
doctor consultation,Freelance
electricity bill,Rent
monthly rent payment,Freelance
movie tickets,Foods
gym membership,Savings
coffee,Travel
internet bill,Fod
atm withdrawal,Entertainment
shopping,Foods
electricity bill,Others
electricity bill,Travel
uber ride,Traval
atm withdrawal,Rent
lunch,Food
gym membership,Utilities
emi payment,Rentt
petrol,Rentt
emi payment,Foods
doctor consultation,Rent
lunch,Rent
internet bill,Entertainment
movie tickets,Foodd
medicine,Bonus
fixed deposit,Helth
grocery shopping,Food
online course,Food
movie tickets,Travel
fixed deposit,Foodd
lunch,Health
doctor consultation,Rent
electricity bill,Rnt
internet bill,Salary
uber ride,Foods
shopping,Utility
grocery shopping,Utilities
gym membership,Investment
internet bill,Investment
gym membership,Freelance
monthly rent payment,Health
doctor consultation,Fod
books,Rentt
train ticket,Health
books,Entertainment
atm withdrawal,Others
restaurant dinner,Entertain
uber ride,Food
restaurant dinner,Travel
emi payment,Food
petrol,Rentt
atm withdrawal,Rent
books,Foods
petrol,Utilities
coffee,Foodd
doctor consultation,Health
doctor consultation,Foods
monthly rent payment,Misc
movie tickets,Foodd
grocery shopping,Rnt
restaurant dinner,Others
internet bill,Education
internet bill,Health
shopping,Rnt
uber ride,Fod
monthly rent payment,Rentt
emi payment,Food
train ticket,Travel
internet bill,Educaton
misc,Travel
atm withdrawal,Utilties
misc,Freelance
medicine,Rent
petrol,Edu
emi payment,Salary
emi payment,Entertain
monthly rent payment,Travel
grocery shopping,Edu
coffee,Rentt
shopping,Freelance
fixed deposit,Travel
misc,Educaton
coffee,Others
gym membership,Rnt
train ticket,Rent
grocery shopping,Education
train ticket,Rent
lunch,Foods
atm withdrawal,Education
restaurant dinner,Fod
movie tickets,Bonus
monthly rent payment,Foodd
gym membership,Utilties
atm withdrawal,Food
doctor consultation,Travel
gym membership,Others
monthly rent payment,Health
atm withdrawal,Food
uber ride,Utilties
books,Utlities
shopping,Rent
train ticket,Food
doctor consultation,Rent
movie tickets,Edu
coffee,Travel
emi payment,Travl
uber ride,Others
electricity bill,Others
doctor consultation,Utlities
coffee,Rnt
medicine,Utilities
movie tickets,Bonus
misc,Travel
lunch,Rnt
doctor consultation,Food
emi payment,Travl
gym membership,Salary
train ticket,Entertain
online course,Rnt
electricity bill,Entertain
monthly rent payment,Freelance
shopping,Food
internet bill,Rent
petrol,Others
doctor consultation,Travl
internet bill,Rnt
shopping,Foodd
misc,Rentt
doctor consultation,Savings
gym membership,Entertain
misc,Freelance
petrol,Rnt
movie tickets,Travl
medicine,Entertainment
train ticket,Edu
atm withdrawal,Rent
petrol,Savings
misc,Utilities
online course,Bonus
uber ride,Rent
electricity bill,Travel
lunch,Others
online course,Others
gym membership,Education
grocery shopping,Education
emi payment,Savings
misc,Travl
restaurant dinner,Entertain
shopping,Travel
monthly rent payment,Rent
atm withdrawal,Rent
internet bill,Utilities
doctor consultation,Salary
lunch,Traval
restaurant dinner,Travel
lunch,Utility
fixed deposit,Food
restaurant dinner,Rnt
doctor consultation,Others
fixed deposit,Entertain
doctor consultation,Entrtnmnt
monthly rent payment,Foods
medicine,Fod
grocery shopping,Utilties
coffee,Travl
books,Entertainment
lunch,Entrtnmnt
shopping,Utlities
lunch,Rnt
petrol,Food
electricity bill,Rent
gym membership,Travel
emi payment,Travel
lunch,Travel
grocery shopping,Food
train ticket,Foods
uber ride,Edu
atm withdrawal,Food
books,Food
shopping,Helth
internet bill,Rnt
train ticket,Rent
shopping,Entertainment
online course,Food
online course,Education
lunch,Rent
fixed deposit,Savings
internet bill,Utilities
books,Rnt
uber ride,Helth
misc,Food
atm withdrawal,Rent
shopping,Utlities
movie tickets,Utility
emi payment,Food
gym membership,Fod
coffee,Education
doctor consultation,Rent
electricity bill,Foodd
petrol,Utility
petrol,Education
train ticket,Health
monthly rent payment,Rentt
doctor consultation,Foodd
fixed deposit,Travel
atm withdrawal,Freelance
books,Edu
atm withdrawal,Education
online course,Entertainment
emi payment,Rnt
emi payment,Food
petrol,Food
movie tickets,Utilties
internet bill,Travel
uber ride,Utilties
misc,Foodd
petrol,Foodd
doctor consultation,Utilities
online course,Foodd
coffee,Rnt
misc,Entertainment
train ticket,Travel
train ticket,Rnt
electricity bill,Utilities
uber ride,Educaton
atm withdrawal,Educaton
fixed deposit,Salary
emi payment,Utilities
gym membership,Utilities
uber ride,Rent
train ticket,Foods
books,Travel
internet bill,Educaton
train ticket,Travel
movie tickets,Rent
doctor consultation,Health
coffee,Rent
uber ride,Education
emi payment,Entertainment
shopping,Travel
lunch,Rent
movie tickets,Savings
movie tickets,Bonus
shopping,Educaton
shopping,Foodd
gym membership,Investment
atm withdrawal,Health
uber ride,Foods
medicine,Utilities
medicine,Travel
monthly rent payment,Entertainment
electricity bill,Utilities
books,Food
monthly rent payment,Food
atm withdrawal,Traval
atm withdrawal,Travel
books,Utilities
gym membership,Others
misc,Freelance
shopping,Bonus
atm withdrawal,Utilities
lunch,Rent
shopping,Entrtnmnt
emi payment,Food
electricity bill,Others
fixed deposit,Rent
uber ride,Travel
medicine,Rent
train ticket,Food
medicine,Food
train ticket,Rent
grocery shopping,Rentt
doctor consultation,Bonus
movie tickets,Savings
emi payment,Entertain
gym membership,Rentt
grocery shopping,Travel
shopping,Food
uber ride,Rent
monthly rent payment,Travl
books,Utility
grocery shopping,Fod
grocery shopping,Rnt
movie tickets,Freelance
emi payment,Food
emi payment,Entertainment
misc,Rentt
restaurant dinner,Entertainment
internet bill,Rent
restaurant dinner,Rentt
atm withdrawal,Traval
coffee,Bonus
uber ride,Utility
misc,Education
fixed deposit,Rent
atm withdrawal,Foodd
coffee,Edu
restaurant dinner,Rent
grocery shopping,Food
books,Investment
fixed deposit,Rentt
doctor consultation,Salary
shopping,Food
movie tickets,Education
online course,Salary
emi payment,Rent
fixed deposit,Food
shopping,Others
atm withdrawal,Rentt
online course,Investment
emi payment,Utilities
restaurant dinner,Saving
electricity bill,Utilties
coffee,Rent
online course,Travel
gym membership,Foods
emi payment,Rentt
train ticket,Others
atm withdrawal,Salary
lunch,Food
grocery shopping,Food
medicine,Helth
online course,Foods
shopping,Utlities
gym membership,Rnt
atm withdrawal,Utilities
coffee,Utility
electricity bill,Entertainment
restaurant dinner,Food
gym membership,Utilities
misc,Food
lunch,Travl
online course,Educaton
electricity bill,Entertainment
medicine,Utlities
doctor consultation,Foods
coffee,Travl
monthly rent payment,Investment
coffee,Education
fixed deposit,Utilties
coffee,Investment
internet bill,Foodd
grocery shopping,Entertainment
coffee,Salary
doctor consultation,Utilties
monthly rent payment,Utlities
shopping,Bonus
uber ride,Utilties
emi payment,Freelance
atm withdrawal,Food
shopping,Entertain
emi payment,Food
gym membership,Entertainment
lunch,Food
electricity bill,Entertainment
coffee,Food
grocery shopping,Utilties
restaurant dinner,Investment
emi payment,Foods
fixed deposit,Utlities
movie tickets,Rent
lunch,Rent
movie tickets,Food
medicine,Traval
electricity bill,Utility
doctor consultation,Rnt
train ticket,Foodd
movie tickets,Fod
restaurant dinner,Health
online course,Education
coffee,Food
monthly rent payment,Entrtnmnt
emi payment,Traval
doctor consultation,Health
doctor consultation,Fod
petrol,Rent
movie tickets,Rentt
online course,Entertainment
electricity bill,Rent
online course,Traval
emi payment,Entertain
shopping,Fod
books,Rnt
petrol,Freelance
lunch,Food
fixed deposit,Rent
books,Rentt
books,Rent
gym membership,Health
movie tickets,Freelance
shopping,Rnt
electricity bill,Food
books,Education
monthly rent payment,Foodd
doctor consultation,Saving
monthly rent payment,Fod
train ticket,Food
misc,Utlities
medicine,Food
coffee,Utilities
petrol,Entertainment
emi payment,Salary
gym membership,Entrtnmnt
lunch,Edu
online course,Bonus
medicine,Utlities
fixed deposit,Food
gym membership,Utilities
monthly rent payment,Rentt
shopping,Foodd
grocery shopping,Travel
electricity bill,Rent
uber ride,Utilities
shopping,Health
lunch,Rent
books,Rnt
misc,Salary
misc,Investment
gym membership,Utilities
internet bill,Education
train ticket,Salary
lunch,Rentt
emi payment,Rent
shopping,Rnt
misc,Travel
lunch,Utility
uber ride,Rent
misc,Entertainment
doctor consultation,Utilities
doctor consultation,Entertainment
electricity bill,Travel
medicine,Foodd
gym membership,Helth
electricity bill,Rent
lunch,Savings
uber ride,Rentt
gym membership,Foods
gym membership,Savings
atm withdrawal,Foods
coffee,Education
shopping,Rent
electricity bill,Rentt
misc,Travel
grocery shopping,Utilities
online course,Travel
emi payment,Foods
restaurant dinner,Edu
fixed deposit,Utilities
grocery shopping,Foodd
monthly rent payment,Rnt
petrol,Travl
shopping,Foods
train ticket,Travel
grocery shopping,Rent
shopping,Other
grocery shopping,Bonus
doctor consultation,Food
monthly rent payment,Rent
online course,Travel
monthly rent payment,Helth
gym membership,Bonus
shopping,Food
monthly rent payment,Travel
emi payment,Rentt
monthly rent payment,Travel
shopping,Entertainment
movie tickets,Entrtnmnt
doctor consultation,Savings
grocery shopping,Travl
restaurant dinner,Investment
train ticket,Travel
monthly rent payment,Rentt
internet bill,Others
restaurant dinner,Edu
restaurant dinner,Entertainment
monthly rent payment,Foodd
train ticket,Investment
coffee,Investment
electricity bill,Food
monthly rent payment,Food
movie tickets,Travel
movie tickets,Utilties
emi payment,Traval
gym membership,Investment
petrol,Education
medicine,Health
monthly rent payment,Rent
gym membership,Rentt
petrol,Educaton
books,Foods
train ticket,Edu
train ticket,Rnt
misc,Rentt
electricity bill,Salary
lunch,Bonus
internet bill,Education
electricity bill,Rent
electricity bill,Food
internet bill,Bonus
doctor consultation,Entrtnmnt
petrol,Rent
medicine,Travel
doctor consultation,Fod
movie tickets,Bonus
uber ride,Education
monthly rent payment,Fod
grocery shopping,Utility
lunch,Rent
monthly rent payment,Bonus
gym membership,Freelance
online course,Savings
movie tickets,Freelance
shopping,Entertainment
online course,Freelance
coffee,Foodd
uber ride,Entertainment
fixed deposit,Traval
gym membership,Food
uber ride,Freelance
misc,Travel
atm withdrawal,Utility
coffee,Others
internet bill,Food
uber ride,Rent
movie tickets,Edu
grocery shopping,Educaton
lunch,Salary
doctor consultation,Salary
movie tickets,Savings
lunch,Traval
medicine,Utlities
misc,Edu
petrol,Entertain
electricity bill,Rent
emi payment,Entertainment
internet bill,Education
coffee,Foodd
books,Foods
train ticket,Travel
lunch,Food
emi payment,Foods
medicine,Bonus
gym membership,Others
electricity bill,Utilties
atm withdrawal,Travel
train ticket,Rent
medicine,Food
doctor consultation,Rent
movie tickets,Health
coffee,Freelance
books,Investment
emi payment,Rnt
movie tickets,Food
shopping,Utlities
internet bill,Freelance
atm withdrawal,Rent
atm withdrawal,Rentt
emi payment,Foodd
gym membership,Rnt
electricity bill,Food
uber ride,Rentt
movie tickets,Fod
electricity bill,Rnt
internet bill,Investment
movie tickets,Rent
medicine,Salary
monthly rent payment,Food
misc,Travel
books,Investment
petrol,Investment
uber ride,Food
atm withdrawal,Food
grocery shopping,Freelance
books,Food
online course,Helth
gym membership,Entrtnmnt
train ticket,Food
books,Freelance
petrol,Utilities
coffee,Food
electricity bill,Rent
electricity bill,Fod
medicine,Entertainment
books,Investment
grocery shopping,Health
misc,Freelance
medicine,Others
train ticket,Foodd
books,Food
uber ride,Bonus
books,Health
coffee,Bonus
misc,Food
gym membership,Rentt
grocery shopping,Foods
grocery shopping,Traval
electricity bill,Others
petrol,Travel
books,Food
movie tickets,Travel
shopping,Travel
doctor consultation,Freelance
books,Fod
movie tickets,Fod
doctor consultation,Rentt
medicine,Rent
uber ride,Rnt
uber ride,Entertain
atm withdrawal,Freelance
medicine,Entertain
shopping,Travel
books,Travel
doctor consultation,Food
medicine,Helth
movie tickets,Utlities
movie tickets,Travl
shopping,Freelance
emi payment,Utilties
doctor consultation,Rent
grocery shopping,Travl
misc,Rent
medicine,Foodd
train ticket,Education
coffee,Utilities
train ticket,Utilities
misc,Utilties
online course,Others
monthly rent payment,Utilties
grocery shopping,Food
medicine,Entertain
doctor consultation,Salary
electricity bill,Utility
medicine,Food
restaurant dinner,Rent
train ticket,Utlities
lunch,Rent
uber ride,Foodd
movie tickets,Investment
coffee,Salary
fixed deposit,Traval
movie tickets,Travl
uber ride,Fod
doctor consultation,Salary
medicine,Others
restaurant dinner,Rnt
misc,Food
emi payment,Savings
train ticket,Freelance
online course,Foodd
coffee,Rent
books,Utilties
doctor consultation,Bonus
misc,Rnt
emi payment,Rentt
doctor consultation,Investment
gym membership,Health
train ticket,Travel
shopping,Travel
medicine,Entertainment
shopping,Food
uber ride,Food
coffee,Freelance
atm withdrawal,Food
train ticket,Entertainment
medicine,Health
restaurant dinner,Utility
fixed deposit,Others
petrol,Savings
train ticket,Rent
movie tickets,Food
emi payment,Utilities
monthly rent payment,Entertain
shopping,Rent
electricity bill,Rent
petrol,Rentt
online course,Travel
electricity bill,Foods
shopping,Food
petrol,Edu
fixed deposit,Entertainment
emi payment,Food
electricity bill,Utility
shopping,Freelance
gym membership,Entertain
coffee,Food
emi payment,Rent
medicine,Others
petrol,Travel
shopping,Saving
electricity bill,Rent
uber ride,Rent
petrol,Utilities
monthly rent payment,Rent
monthly rent payment,Bonus
books,Rent
monthly rent payment,Food
train ticket,Foodd
coffee,Utilities
books,Traval
emi payment,Fod
lunch,Others
gym membership,Rent
restaurant dinner,Bonus
gym membership,Utility
gym membership,Rentt
atm withdrawal,Misc
books,Utilties
doctor consultation,Rnt
internet bill,Rent
grocery shopping,Foodd
uber ride,Rent
grocery shopping,Travel
petrol,Rent
gym membership,Food
petrol,Rentt
train ticket,Entertainment
medicine,Food
shopping,Food
misc,Rent
doctor consultation,Rent
movie tickets,Entertainment
restaurant dinner,Entertainment
monthly rent payment,Rent
emi payment,Investment
uber ride,Education
coffee,Traval
books,Entertain
doctor consultation,Utlities
restaurant dinner,Utilties
online course,Entertainment
misc,Entertain
lunch,Food
online course,Savings
misc,Travel
internet bill,Foods
doctor consultation,Food
petrol,Rent
lunch,Salary
restaurant dinner,Utilties
misc,Travl
petrol,Investment
emi payment,Utility
medicine,Bonus
doctor consultation,Food
electricity bill,Rent
electricity bill,Utilties
shopping,Rent
books,Utilities
medicine,Savings
uber ride,Edu
movie tickets,Traval
electricity bill,Travel
restaurant dinner,Food
atm withdrawal,Food
electricity bill,Others
atm withdrawal,Educaton
coffee,Foodd
atm withdrawal,Food
fixed deposit,Rentt
petrol,Health
restaurant dinner,Freelance
coffee,Educaton
online course,Bonus
medicine,Health
doctor consultation,Rent
grocery shopping,Foodd
internet bill,Rent
train ticket,Freelance
gym membership,Traval
petrol,Salary
lunch,Rent
train ticket,Health
grocery shopping,Utilities
petrol,Foods
monthly rent payment,Health
uber ride,Travel
movie tickets,Utility
coffee,Rent
emi payment,Utilties
movie tickets,Rent
books,Travel
medicine,Food
medicine,Utility
gym membership,Entertainment
lunch,Food
restaurant dinner,Food
medicine,Food
petrol,Rent
movie tickets,Others
petrol,Entertainment
medicine,Freelance
fixed deposit,Education
uber ride,Travl
uber ride,Rent
emi payment,Rentt
movie tickets,Rnt
grocery shopping,Utilities
train ticket,Utilities
uber ride,Travel
restaurant dinner,Entertainment
internet bill,Helth
train ticket,Rentt
monthly rent payment,Freelance
atm withdrawal,Travel
emi payment,Travel
atm withdrawal,Food
internet bill,Bonus
gym membership,Foods
uber ride,Helth
petrol,Freelance
fixed deposit,Others
monthly rent payment,Utility
misc,Investment
online course,Bonus
gym membership,Freelance
petrol,Others
emi payment,Food
misc,Travel
internet bill,Rnt
books,Food
grocery shopping,Food
monthly rent payment,Travel
uber ride,Rnt
medicine,Fod
emi payment,Savings
doctor consultation,Rentt
online course,Travel
restaurant dinner,Food
emi payment,Rnt
medicine,Rent
monthly rent payment,Health
movie tickets,Utilties
lunch,Food
lunch,Entrtnmnt
grocery shopping,Rent
gym membership,Fod
train ticket,Others
electricity bill,Salary
online course,Food
restaurant dinner,Entertainment
lunch,Education
shopping,Food
misc,Travel
misc,Fod
shopping,Rent
coffee,Food
internet bill,Foodd
uber ride,Rent
fixed deposit,Rent
medicine,Entrtnmnt
monthly rent payment,Utilities
internet bill,Freelance
online course,Rent
uber ride,Savings
online course,Bonus
restaurant dinner,Bonus
gym membership,Education
movie tickets,Investment
online course,Freelance
petrol,Others
books,Salary
atm withdrawal,Travl
uber ride,Utility
monthly rent payment,Rnt
emi payment,Rent
restaurant dinner,Rentt
coffee,Salary
online course,Travel
atm withdrawal,Utilties
doctor consultation,Entertainment
train ticket,Food
monthly rent payment,Travl
movie tickets,Traval
movie tickets,Rent
emi payment,Salary
monthly rent payment,Food
train ticket,Entrtnmnt
monthly rent payment,Travl
monthly rent payment,Rnt
medicine,Freelance
doctor consultation,Food
internet bill,Edu
online course,Freelance
fixed deposit,Foods
restaurant dinner,Rent
movie tickets,Food
internet bill,Freelance
fixed deposit,Foods
online course,Health
uber ride,Travel
grocery shopping,Food
doctor consultation,Rent
books,Food
grocery shopping,Utilties
electricity bill,Entrtnmnt
grocery shopping,Investment
internet bill,Travel
emi payment,Utilties
train ticket,Utilities
